Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
28,Travel_Rarely,1181,Research & Development,24,4,Medical,1,1134,1,Female,87,2,1,Laboratory Technician,3,Single,4183.4,23119,3,Y,No,12,4,3,80,0,6,3,3,6,0,5,2,No
50,Travel_Frequently,253,Sales,8,5,Life Sciences,1,1135,1,Female,37,1,2,Sales Executive,2,Single,5868.59,13622,5,Y,No,13,4,3,80,0,28,3,1,22,10,16,17,Yes
29,Travel_Rarely,1389,Sales,14,2,Medical,1,1136,1,Male,60,3,2,Sales Executive,3,Single,5773.5,11348,7,Y,Yes,23,4,2,80,1,10,0,2,5,2,1,5,Yes
34,Travel_Frequently,414,Research & Development,24,5,Medical,1,1137,2,Male,41,2,3,Manufacturing Director,2,Single,8163.98,17498,5,Y,Yes,18,3,1,80,0,16,4,1,6,4,6,5,Yes
44,Non-Travel,1164,Sales,1,1,Life Sciences,1,1138,3,Male,50,4,4,Manager,4,Married,9507.7,24773,2,Y,No,17,3,1,80,2,26,2,3,8,6,4,4,No
25,Travel_Rarely,204,Sales,17,2,Life Sciences,1,1139,3,Male,91,2,3,Sales Representative,1,Married,7113.45,9882,8,Y,No,14,3,1,80,0,5,1,2,1,0,1,1,Yes
39,Travel_Rarely,1316,Research & Development,24,2,Technical Degree,1,1140,2,Female,62,4,1,Research Scientist,1,Divorced,3600.42,7289,2,Y,Yes,14,3,1,80,1,20,6,2,3,3,0,1,Yes
48,Travel_Frequently,1401,Research & Development,5,4,Life Sciences,1,1141,4,Male,55,4,4,Research Scientist,4,Married,9322.29,15910,3,Y,No,19,3,4,80,2,27,0,4,15,11,1,14,No
22,Travel_Rarely,453,Research & Development,25,5,Marketing,1,1142,4,Male,69,2,1,Research Scientist,2,Married,3802.1,9798,4,Y,Yes,25,3,3,80,0,2,1,1,0,0,0,0,Yes
38,Travel_Rarely,1115,Sales,2,2,Technical Degree,1,1143,3,Male,94,2,1,Sales Executive,1,Married,3530.97,5408,1,Y,No,15,4,4,80,1,17,2,3,2,0,2,2,Yes
39,Travel_Rarely,832,Sales,25,2,Life Sciences,1,1144,4,Male,88,4,1,Sales Executive,3,Married,3701.47,19545,9,Y,Yes,24,3,4,80,3,18,0,3,8,3,8,5,Yes
44,Travel_Rarely,808,Research & Development,28,4,Life Sciences,1,1145,3,Male,44,4,2,Laboratory Technician,2,Married,4897.94,19643,9,Y,Yes,23,4,2,80,3,22,1,2,16,11,6,7,Yes
25,Travel_Rarely,1379,Sales,24,4,Medical,1,1146,3,Male,30,1,1,Sales Executive,1,Single,3754.14,15959,1,Y,Yes,21,3,2,80,2,4,2,4,4,3,2,2,Yes
25,Travel_Rarely,750,Research & Development,9,5,Technical Degree,1,1147,2,Male,40,2,1,Laboratory Technician,3,Single,2857.39,6090,5,Y,Yes,15,3,1,80,2,4,5,3,1,1,1,1,Yes
41,Travel_Rarely,923,Research & Development,4,1,Technical Degree,1,1148,4,Male,84,2,1,Research Scientist,3,Single,3980.88,13033,1,Y,Yes,25,3,4,80,2,22,0,4,20,14,12,18,No
39,Travel_Rarely,1046,Research & Development,17,1,Marketing,1,1149,2,Female,31,1,1,Research Scientist,1,Single,3981.63,17362,9,Y,No,17,3,4,80,0,17,2,2,0,0,0,0,Yes
39,Non-Travel,760,Research & Development,17,3,Life Sciences,1,1150,3,Female,94,2,2,Laboratory Technician,4,Married,5673.98,24074,0,Y,Yes,11,3,3,80,2,17,0,2,0,0,0,0,Yes
40,Travel_Rarely,198,Research & Development,21,2,Medical,1,1151,3,Male,73,1,3,Research Scientist,4,Single,7655.04,15783,7,Y,Yes,13,3,4,80,0,20,3,2,2,1,2,0,Yes
30,Non-Travel,687,Research & Development,18,5,Medical,1,1152,3,Male,45,1,3,Research Scientist,1,Divorced,7388.17,13394,9,Y,Yes,12,3,2,80,1,8,3,4,8,4,6,4,Yes
39,Travel_Rarely,381,Research & Development,16,2,Medical,1,1153,1,Female,51,2,1,Research Scientist,3,Divorced,3198.39,4981,9,Y,No,21,3,4,80,0,21,1,3,5,0,2,0,Yes
39,Travel_Rarely,502,Research & Development,8,5,Life Sciences,1,1154,1,Male,47,3,1,Research Scientist,4,Divorced,3492.51,10065,0,Y,No,20,3,2,80,0,20,4,1,8,0,2,3,Yes
30,Travel_Rarely,1232,Research & Development,26,5,Life Sciences,1,1155,1,Male,76,4,5,Research Scientist,4,Divorced,12491.34,5554,9,Y,No,16,3,1,80,1,10,5,4,3,1,1,3,No
53,Travel_Rarely,799,Sales,11,5,Marketing,1,1156,2,Male,59,2,1,Sales Representative,4,Single,3614.66,14579,5,Y,No,21,3,2,80,3,35,6,2,18,6,5,13,No
41,Travel_Rarely,298,Research & Development,21,2,Medical,1,1157,3,Female,39,3,4,Manufacturing Director,2,Married,8827.13,20773,0,Y,Yes,22,3,1,80,0,20,4,1,4,2,1,3,Yes
26,Travel_Rarely,1426,Sales,21,4,Life Sciences,1,1158,4,Male,87,1,1,Sales Executive,4,Single,2645.82,10158,7,Y,Yes,16,3,3,80,0,8,6,1,4,2,4,2,Yes
42,Travel_Rarely,426,Research & Development,18,2,Life Sciences,1,1159,2,Female,91,3,4,Research Scientist,1,Divorced,8780.96,3014,4,Y,No,20,3,1,80,1,22,6,1,13,3,5,0,Yes
28,Travel_Rarely,253,Research & Development,23,5,Technical Degree,1,1160,2,Female,35,2,1,Laboratory Technician,1,Divorced,3311.2,24113,2,Y,No,11,3,4,80,2,6,6,1,1,0,0,0,Yes
44,Travel_Rarely,651,Sales,29,3,Marketing,1,1161,2,Female,96,2,2,Sales Executive,2,Divorced,6132.9,15527,4,Y,No,24,3,2,80,1,25,2,1,22,14,16,10,Yes
47,Travel_Rarely,504,Research & Development,24,1,Life Sciences,1,1162,4,Female,70,3,3,Research Scientist,2,Married,6988.26,14872,0,Y,No,24,3,1,80,3,27,0,2,15,12,11,12,No
29,Travel_Rarely,561,Research & Development,10,5,Life Sciences,1,1163,3,Male,72,2,2,Research Scientist,1,Married,6210.87,16201,0,Y,No,16,3,1,80,2,11,3,3,6,3,4,1,No
45,Travel_Frequently,231,Sales,13,3,Life Sciences,1,1164,1,Male,47,4,1,Sales Executive,2,Single,3589.72,12218,3,Y,No,20,3,1,80,3,27,4,1,5,2,2,0,Yes
40,Travel_Rarely,890,Research & Development,17,4,Technical Degree,1,1165,3,Female,87,3,2,Manufacturing Director,4,Single,5741.72,5713,8,Y,Yes,12,3,1,80,0,20,6,3,19,8,10,3,Yes
44,Travel_Rarely,973,Research & Development,18,5,Medical,1,1166,3,Female,89,1,3,Manufacturing Director,3,Married,7728.02,19876,8,Y,Yes,21,3,1,80,3,24,3,3,22,1,22,3,Yes
54,Non-Travel,183,Research & Development,10,3,Medical,1,1167,2,Male,56,3,1,Research Scientist,3,Married,3795.33,9585,0,Y,No,14,3,1,80,3,34,6,4,17,13,4,16,No
34,Travel_Rarely,853,Research & Development,16,5,Medical,1,1168,2,Female,97,3,1,Research Scientist,3,Divorced,3294.32,6122,2,Y,Yes,16,3,2,80,1,12,5,2,12,10,11,9,Yes
30,Travel_Rarely,727,Research & Development,20,2,Life Sciences,1,1169,2,Male,51,3,2,Research Scientist,1,Single,4332.79,11892,3,Y,No,13,3,4,80,2,10,2,1,8,5,6,2,Yes
28,Non-Travel,1232,Research & Development,5,3,Marketing,1,1170,1,Male,53,3,1,Research Scientist,2,Divorced,3205.82,18838,1,Y,No,13,3,4,80,0,7,5,3,6,1,1,4,Yes
29,Travel_Rarely,320,Sales,13,2,Medical,1,1171,1,Male,69,1,3,Manager,3,Married,7056.06,19301,6,Y,No,22,4,1,80,0,10,5,4,1,1,1,1,Yes
36,Travel_Rarely,652,Sales,18,2,Life Sciences,1,1172,1,Male,95,1,1,Sales Executive,4,Divorced,3655.28,25107,2,Y,Yes,13,3,2,80,0,17,2,3,9,9,6,0,Yes
40,Travel_Rarely,1491,Sales,17,3,Life Sciences,1,1173,3,Male,69,1,2,Sales Executive,4,Divorced,5609.62,24625,0,Y,No,14,4,1,80,2,19,0,1,1,1,0,1,Yes
39,Travel_Rarely,1270,Research & Development,9,1,Medical,1,1174,2,Male,35,3,1,Manufacturing Director,4,Divorced,3363.81,6374,0,Y,No,19,3,3,80,2,21,5,2,12,4,3,9,No
44,Travel_Rarely,211,Sales,14,3,Technical Degree,1,1175,4,Male,47,4,2,Sales Representative,2,Single,6377.76,24443,2,Y,No,14,3,4,80,3,26,4,2,5,2,0,3,No
37,Travel_Rarely,714,Research & Development,17,1,Life Sciences,1,1176,3,Male,59,4,1,Manufacturing Director,3,Divorced,3179.64,2489,5,Y,Yes,23,3,1,80,3,19,6,1,8,5,1,1,Yes
50,Travel_Rarely,1023,Sales,29,5,Technical Degree,1,1177,1,Male,50,1,1,Sales Executive,4,Single,2387.13,2984,3,Y,Yes,14,3,2,80,2,32,2,3,19,18,9,14,Yes
34,Travel_Rarely,574,Sales,4,5,Marketing,1,1178,4,Female,91,4,1,Sales Executive,2,Single,3559.73,19344,0,Y,No,14,3,4,80,0,12,2,4,7,1,1,7,No
60,Non-Travel,935,Sales,18,3,Life Sciences,1,1179,4,Male,39,4,5,Sales Executive,4,Married,12094.6,3782,6,Y,No,17,3,2,80,2,39,6,2,9,9,7,6,No
42,Travel_Frequently,370,Research & Development,27,5,Life Sciences,1,1180,2,Male,42,4,1,Research Scientist,3,Divorced,3643.58,16959,1,Y,No,15,3,3,80,1,23,3,2,15,13,1,0,No
29,Travel_Rarely,520,Research & Development,20,4,Life Sciences,1,1181,4,Male,38,4,3,Research Director,3,Married,7321.68,16542,4,Y,No,22,3,1,80,2,8,1,3,1,1,0,1,No
27,Travel_Rarely,806,Research & Development,24,2,Marketing,1,1182,1,Male,97,4,1,Laboratory Technician,3,Divorced,3620.22,7983,7,Y,No,12,3,3,80,2,8,5,3,5,0,2,0,No
41,Travel_Rarely,1490,Sales,24,2,Life Sciences,1,1183,2,Female,68,2,1,Manager,3,Married,4419.45,3869,6,Y,No,17,3,4,80,0,23,4,3,19,6,13,2,No
34,Travel_Rarely,1403,Research & Development,15,1,Life Sciences,1,1184,4,Male,53,1,2,Research Scientist,3,Single,5062.44,13496,7,Y,Yes,13,3,1,80,3,12,0,4,7,1,2,1,Yes
43,Travel_Rarely,1406,Sales,11,5,Medical,1,1185,2,Female,63,3,2,Sales Representative,4,Divorced,5515.44,21028,9,Y,No,21,3,4,80,1,23,5,3,8,5,4,3,No
41,Travel_Rarely,139,Research & Development,12,1,Marketing,1,1186,4,Male,90,4,5,Research Scientist,3,Single,11834.97,8838,5,Y,Yes,11,3,1,80,1,21,6,4,17,14,5,2,No
36,Travel_Frequently,288,Research & Development,9,2,Life Sciences,1,1187,3,Male,70,2,4,Research Director,4,Divorced,9626.94,15550,6,Y,Yes,19,3,2,80,1,18,0,1,6,5,1,0,Yes
29,Travel_Rarely,1287,Research & Development,13,2,Medical,1,1188,3,Male,34,3,3,Research Scientist,3,Single,7376.07,22729,8,Y,Yes,15,3,4,80,2,11,3,4,6,5,3,5,No
23,Travel_Rarely,1093,Research & Development,15,5,Medical,1,1189,1,Male,79,2,2,Laboratory Technician,4,Married,5286.84,7702,5,Y,No,20,3,3,80,0,2,5,3,0,0,0,0,Yes
32,Travel_Rarely,635,Research & Development,27,4,Medical,1,1190,3,Male,33,4,2,Manufacturing Director,3,Married,5357.4,15027,8,Y,Yes,11,3,3,80,2,10,0,4,4,2,2,2,Yes
44,Travel_Rarely,1127,Research & Development,15,4,Marketing,1,1191,3,Male,80,4,2,Laboratory Technician,4,Single,5766.02,13860,1,Y,Yes,21,3,2,80,3,22,5,4,10,1,6,2,No
38,Travel_Frequently,389,Human Resources,28,5,Life Sciences,1,1192,3,Male,81,4,4,Human Resources,3,Married,9736.89,24286,1,Y,No,11,3,2,80,0,17,2,4,12,12,8,2,No
25,Travel_Frequently,532,Research & Development,5,5,Marketing,1,1193,4,Male,68,4,2,Laboratory Technician,2,Single,6547.36,8032,1,Y,Yes,11,3,3,80,1,3,5,2,2,2,1,0,Yes
38,Travel_Frequently,570,Research & Development,23,1,Medical,1,1194,4,Female,37,3,2,Research Director,4,Single,4731.61,3825,5,Y,No,22,3,2,80,2,16,4,3,0,0,0,0,Yes
40,Travel_Rarely,1304,Sales,19,5,Medical,1,1195,2,Male,74,3,1,Sales Executive,2,Single,4378.95,13554,1,Y,No,19,3,1,80,0,20,5,4,3,0,3,2,No
29,Travel_Rarely,1371,Sales,26,4,Medical,1,1196,4,Male,57,2,1,Sales Executive,4,Married,3397.76,21494,2,Y,No,23,3,3,80,2,7,0,3,2,2,1,1,No
38,Travel_Rarely,727,Sales,20,5,Medical,1,1197,3,Male,56,1,4,Sales Executive,4,Married,9454.71,17333,7,Y,Yes,18,3,4,80,0,20,4,1,17,12,13,11,Yes
37,Travel_Rarely,378,Research & Development,26,1,Life Sciences,1,1198,4,Male,94,4,1,Manufacturing Director,4,Married,3929.37,14470,7,Y,Yes,21,4,3,80,1,17,0,4,5,4,1,3,Yes
26,Travel_Rarely,976,Sales,25,1,Medical,1,1199,1,Male,63,2,2,Sales Executive,1,Divorced,5926.2,5770,3,Y,No,23,3,2,80,3,8,6,4,6,2,4,1,Yes
40,Travel_Frequently,680,Sales,26,1,Medical,1,1200,2,Female,91,2,1,Sales Executive,3,Married,4078.31,2029,8,Y,No,25,4,1,80,3,22,6,1,9,9,6,9,Yes
42,Travel_Rarely,962,Research & Development,26,1,Medical,1,1201,2,Female,91,2,3,Research Scientist,2,Married,8187.39,10958,7,Y,Yes,23,3,4,80,2,21,1,3,6,3,3,5,Yes
46,Travel_Rarely,353,Research & Development,14,3,Life Sciences,1,1202,4,Male,67,4,1,Laboratory Technician,2,Married,3480.08,17502,0,Y,No,16,3,3,80,1,24,1,1,11,8,10,1,Yes
46,Travel_Rarely,280,Research & Development,28,5,Technical Degree,1,1203,3,Male,55,4,3,Research Scientist,4,Married,8193.82,10806,7,Y,No,20,3,3,80,2,24,4,1,7,4,5,7,No
24,Travel_Rarely,780,Research & Development,17,2,Medical,1,1204,2,Male,53,2,1,Research Scientist,2,Married,3185.42,11196,0,Y,Yes,25,3,4,80,2,2,6,1,0,0,0,0,Yes
28,Travel_Rarely,924,Sales,18,5,Life Sciences,1,1205,1,Female,68,4,4,Sales Executive,2,Single,9347.35,4121,3,Y,No,25,4,1,80,0,6,1,1,5,3,2,2,Yes
41,Non-Travel,799,Research & Development,21,3,Medical,1,1206,1,Male,50,2,3,Research Scientist,2,Divorced,7408.99,5009,9,Y,Yes,16,3,2,80,0,21,1,3,17,16,1,11,Yes
41,Travel_Frequently,665,Sales,3,1,Marketing,1,1207,2,Male,76,3,1,Sales Executive,2,Married,3236.69,22203,5,Y,No,16,4,2,80,0,22,2,4,13,2,4,10,Yes
41,Non-Travel,1449,Research & Development,2,3,Marketing,1,1208,3,Male,77,4,2,Laboratory Technician,1,Single,5529.93,9739,6,Y,No,14,3,2,80,1,23,0,1,10,0,4,1,Yes
60,Travel_Rarely,1480,Research & Development,1,4,Medical,1,1209,3,Female,42,3,1,Research Scientist,4,Married,3948.21,6059,9,Y,Yes,15,3,2,80,1,40,1,1,37,29,35,5,Yes
42,Travel_Rarely,779,Research & Development,10,4,Technical Degree,1,1210,4,Male,32,1,1,Research Scientist,2,Single,3825.67,13285,3,Y,No,20,4,4,80,2,23,4,2,12,8,9,5,No
47,Travel_Rarely,490,Research & Development,19,5,Life Sciences,1,1211,4,Male,61,4,4,Research Scientist,1,Single,9193.41,4910,7,Y,No,13,3,1,80,0,28,2,3,21,9,10,1,Yes
45,Travel_Rarely,1208,Sales,17,5,Medical,1,1212,2,Female,64,1,2,Sales Executive,1,Single,5152.24,16674,7,Y,No,13,4,1,80,1,25,6,1,9,7,4,8,Yes
42,Travel_Frequently,1440,Sales,12,2,Technical Degree,1,1213,4,Male,48,2,2,Sales Executive,4,Married,5072.33,20354,8,Y,No,20,3,3,80,2,23,1,2,11,9,8,3,No
34,Travel_Rarely,311,Research & Development,1,2,Technical Degree,1,1214,4,Female,43,4,1,Laboratory Technician,3,Married,3544.4,25039,5,Y,No,17,3,3,80,1,14,5,1,0,0,0,0,Yes
43,Travel_Rarely,483,Research & Development,12,4,Medical,1,1215,4,Male,77,4,2,Research Scientist,3,Divorced,4709.58,23151,3,Y,No,15,3,1,80,2,22,6,3,17,16,8,7,No
30,Travel_Rarely,441,Research & Development,17,1,Technical Degree,1,1216,1,Female,97,4,4,Research Scientist,3,Single,9054.7,14161,1,Y,Yes,18,4,3,80,3,9,4,2,8,4,4,5,Yes
34,Travel_Rarely,943,Sales,24,3,Life Sciences,1,1217,4,Female,74,1,2,Sales Executive,2,Married,5270.59,13116,6,Y,Yes,15,3,1,80,0,13,0,2,7,7,0,0,Yes
32,Travel_Frequently,1161,Research & Development,3,2,Technical Degree,1,1218,2,Male,48,1,5,Laboratory Technician,4,Married,12027.69,15051,9,Y,No,22,3,4,80,3,12,6,3,11,4,6,10,No
37,Travel_Rarely,519,Research & Development,11,2,Life Sciences,1,1219,3,Female,93,2,4,Healthcare Representative,3,Single,9433.91,19626,2,Y,No,14,3,4,80,2,17,5,2,3,3,2,3,No
57,Travel_Rarely,850,Research & Development,17,1,Life Sciences,1,1220,4,Male,95,3,1,Research Scientist,2,Married,4002.93,19096,2,Y,Yes,24,3,2,80,2,39,6,2,5,4,2,5,Yes
20,Travel_Rarely,1292,Sales,23,1,Life Sciences,1,1221,3,Female,95,3,1,Sales Executive,4,Single,3593.79,15054,2,Y,No,13,3,1,80,0,1,1,1,1,0,0,1,Yes
43,Travel_Rarely,1466,Research & Development,26,5,Medical,1,1222,4,Male,74,1,4,Research Scientist,2,Single,9262.85,16070,3,Y,No,22,3,4,80,0,21,4,2,4,3,0,2,Yes
22,Travel_Frequently,405,Research & Development,3,3,Life Sciences,1,1223,2,Female,96,4,2,Laboratory Technician,3,Married,5283.43,11485,1,Y,No,12,3,1,80,2,0,5,4,0,0,0,0,No
32,Travel_Frequently,801,Sales,8,1,Life Sciences,1,1224,1,Male,98,3,1,Sales Executive,3,Married,2916.97,21250,4,Y,Yes,13,3,3,80,1,13,4,3,1,1,0,1,Yes
46,Non-Travel,968,Research & Development,20,2,Life Sciences,1,1225,2,Female,32,3,1,Laboratory Technician,1,Single,4701.59,16413,2,Y,No,17,3,1,80,0,24,3,1,4,1,0,3,Yes
37,Travel_Frequently,636,Research & Development,4,2,Life Sciences,1,1226,1,Male,67,1,2,Manufacturing Director,1,Single,6055.26,13855,9,Y,No,18,3,2,80,2,15,6,2,6,3,1,0,Yes
27,Travel_Rarely,1235,Sales,21,4,Medical,1,1227,4,Female,71,2,3,Sales Executive,4,Single,7801.86,8153,4,Y,No,25,3,2,80,0,5,5,4,0,0,0,0,No
30,Travel_Rarely,305,Sales,22,1,Medical,1,1228,4,Female,69,1,1,Sales Executive,2,Single,2848.35,7587,6,Y,Yes,15,3,4,80,0,10,4,1,2,1,1,2,Yes
43,Travel_Rarely,1308,Research & Development,7,5,Life Sciences,1,1229,1,Male,79,1,1,Research Scientist,2,Single,3274.19,10827,8,Y,No,21,4,3,80,3,23,5,3,11,6,11,8,Yes
30,Travel_Rarely,595,Research & Development,14,3,Marketing,1,1230,2,Female,64,4,4,Laboratory Technician,3,Married,9012.33,8861,1,Y,No,11,3,3,80,3,10,3,2,3,3,0,3,No
38,Travel_Frequently,1170,Research & Development,14,5,Technical Degree,1,1231,2,Female,53,1,3,Laboratory Technician,3,Married,7563.78,12804,8,Y,No,13,3,1,80,1,19,0,3,13,12,1,13,No
37,Travel_Rarely,603,Sales,4,2,Marketing,1,1232,1,Male,46,4,2,Sales Executive,4,Married,5036.35,15979,9,Y,Yes,14,4,3,80,0,16,0,3,7,4,3,5,Yes
31,Non-Travel,1145,Research & Development,16,5,Life Sciences,1,1233,4,Male,69,2,3,Laboratory Technician,1,Married,7164.85,3297,5,Y,No,20,3,2,80,2,9,6,2,6,6,5,3,Yes
56,Travel_Rarely,312,Sales,24,2,Marketing,1,1234,1,Male,95,4,2,Sales Executive,3,Married,5049.42,16745,5,Y,Yes,23,3,4,80,2,38,2,2,23,6,23,8,Yes
42,Travel_Rarely,409,Research & Development,29,2,Life Sciences,1,1235,4,Male,73,2,3,Healthcare Representative,2,Single,7380.12,2357,2,Y,Yes,23,4,4,80,0,22,5,1,8,4,4,3,Yes
18,Travel_Rarely,760,Research & Development,22,2,Life Sciences,1,1236,1,Male,52,2,2,Laboratory Technician,3,Single,5535.71,18300,9,Y,Yes,22,3,4,80,0,0,3,3,0,0,0,0,Yes
38,Travel_Frequently,852,Sales,1,2,Life Sciences,1,1237,4,Male,35,2,1,Sales Representative,1,Divorced,3393.37,16433,8,Y,Yes,14,4,3,80,1,16,4,2,11,10,2,6,Yes
31,Travel_Rarely,371,Sales,17,2,Marketing,1,1238,1,Male,95,1,3,Sales Executive,2,Single,8266.45,23486,3,Y,No,22,3,3,80,1,10,2,3,3,0,0,0,Yes
44,Travel_Rarely,1037,Research & Development,25,4,Life Sciences,1,1239,3,Male,50,4,2,Laboratory Technician,1,Single,5905.55,18624,4,Y,Yes,11,3,2,80,1,26,5,2,4,1,0,0,Yes
29,Travel_Rarely,1325,Research & Development,10,5,Life Sciences,1,1240,4,Male,64,3,5,Healthcare Representative,4,Single,11108.48,12796,2,Y,No,20,3,1,80,2,7,2,3,0,0,0,0,No
35,Travel_Rarely,131,Research & Development,22,4,Life Sciences,1,1241,2,Female,58,1,1,Research Scientist,4,Married,3662.8,25238,4,Y,No,19,3,1,80,3,13,5,1,6,4,0,4,Yes
41,Travel_Rarely,542,Sales,16,4,Technical Degree,1,1242,1,Female,36,2,4,Sales Representative,1,Married,9149.67,20210,7,Y,No,22,3,4,80,1,21,6,3,13,12,4,13,Yes
44,Travel_Frequently,261,Human Resources,16,1,Medical,1,1243,2,Male,82,3,4,Human Resources,2,Divorced,9302.44,10115,7,Y,No,20,3,4,80,2,23,6,2,19,11,0,17,No
26,Travel_Rarely,866,Research & Development,26,1,Life Sciences,1,1244,1,Female,66,1,1,Laboratory Technician,1,Divorced,3739.6,21942,7,Y,No,25,3,3,80,1,4,0,4,2,1,0,0,Yes
33,Travel_Rarely,353,Sales,8,1,Medical,1,1245,2,Female,52,3,3,Sales Executive,3,Married,7832.82,5860,5,Y,No,25,3,4,80,2,12,4,1,0,0,0,0,Yes
32,Travel_Rarely,620,Research & Development,29,3,Medical,1,1246,2,Female,37,2,2,Laboratory Technician,3,Married,5206.28,14443,0,Y,No,14,3,2,80,0,12,3,1,0,0,0,0,Yes
31,Travel_Rarely,1076,Research & Development,7,1,Medical,1,1247,1,Male,77,3,4,Research Scientist,1,Single,8947.57,6447,9,Y,No,12,4,2,80,2,13,6,4,8,5,7,0,Yes
52,Travel_Frequently,109,Research & Development,28,5,Life Sciences,1,1248,1,Male,39,3,2,Healthcare Representative,3,Single,5543.85,22523,5,Y,No,23,3,4,80,0,33,0,2,23,9,8,19,Yes
40,Travel_Rarely,825,Research & Development,6,4,Technical Degree,1,1249,2,Female,53,2,3,Manufacturing Director,1,Single,7717.31,18521,9,Y,No,19,3,4,80,2,21,2,1,14,7,11,14,Yes
25,Travel_Rarely,604,Research & Development,16,5,Life Sciences,1,1250,2,Female,76,3,2,Research Scientist,3,Single,5180.86,22118,6,Y,No,24,4,4,80,3,6,1,4,4,4,3,4,No
45,Travel_Rarely,884,Research & Development,20,1,Medical,1,1251,2,Female,82,1,1,Research Scientist,1,Single,3908.28,3967,8,Y,No,14,3,4,80,2,24,6,4,0,0,0,0,Yes
56,Non-Travel,535,Research & Development,16,3,Life Sciences,1,1252,4,Female,68,3,1,Laboratory Technician,3,Single,3819.65,8579,7,Y,Yes,14,4,4,80,0,37,2,3,28,16,8,23,Yes
46,Travel_Frequently,1234,Sales,7,3,Life Sciences,1,1253,4,Male,96,4,2,Sales Executive,2,Single,5173.56,6849,7,Y,Yes,21,3,2,80,3,28,1,3,14,4,13,14,Yes
23,Travel_Rarely,252,Research & Development,9,4,Life Sciences,1,1254,3,Male,95,1,3,Research Scientist,2,Divorced,8065.08,9167,6,Y,No,16,3,1,80,2,1,5,2,0,0,0,0,No
32,Travel_Rarely,1016,Research & Development,14,5,Medical,1,1255,4,Male,35,3,2,Laboratory Technician,3,Married,6080.36,24326,1,Y,Yes,18,3,2,80,2,11,0,4,1,0,1,1,Yes
48,Travel_Rarely,968,Research & Development,11,2,Life Sciences,1,1256,4,Male,50,4,3,Research Scientist,1,Divorced,8533.83,9466,0,Y,No,15,3,2,80,1,30,5,3,28,23,24,6,No
30,Travel_Frequently,1225,Sales,26,5,Marketing,1,1257,1,Female,65,4,1,Sales Executive,3,Married,4355.88,24789,1,Y,Yes,22,4,4,80,3,9,3,2,3,3,2,1,Yes
40,Travel_Rarely,852,Research & Development,26,1,Life Sciences,1,1258,3,Male,32,4,2,Manufacturing Director,4,Married,5048.69,14349,5,Y,No,18,3,1,80,0,19,4,1,16,2,9,2,No
43,Travel_Rarely,1314,Research & Development,14,2,Medical,1,1259,3,Male,71,3,1,Healthcare Representative,4,Single,3962.49,23899,1,Y,No,11,3,4,80,3,22,6,3,15,0,13,12,No
28,Travel_Rarely,662,Human Resources,7,3,Marketing,1,1260,4,Female,74,2,3,Human Resources,1,Single,7939.81,4019,9,Y,Yes,23,3,2,80,0,8,1,2,1,0,1,1,Yes
36,Travel_Rarely,1204,Research & Development,1,4,Medical,1,1261,1,Male,73,4,5,Manufacturing Director,3,Single,11325.76,8174,3,Y,No,14,3,1,80,1,14,6,3,4,1,3,2,No
18,Travel_Rarely,588,Research & Development,26,4,Marketing,1,1262,1,Female,62,2,2,Manufacturing Director,3,Divorced,5727.46,17689,9,Y,No,11,3,3,80,1,0,4,1,0,0,0,0,Yes
27,Travel_Frequently,994,Sales,25,3,Medical,1,1263,3,Female,89,1,1,Sales Executive,2,Divorced,2561.19,9092,2,Y,No,13,3,4,80,0,7,5,1,7,4,2,4,Yes
34,Travel_Rarely,1211,Research & Development,13,1,Life Sciences,1,1264,1,Male,99,2,1,Research Scientist,1,Single,2547.31,21233,5,Y,No,21,4,3,80,0,12,0,3,7,7,4,4,Yes
25,Travel_Rarely,1317,Research & Development,20,3,Marketing,1,1265,2,Male,55,2,3,Research Scientist,4,Single,6642.68,19576,7,Y,Yes,17,3,3,80,0,6,0,1,5,5,0,5,Yes
51,Travel_Rarely,203,Research & Development,3,1,Life Sciences,1,1266,4,Male,50,2,2,Manufacturing Director,4,Married,5694.63,12505,5,Y,No,11,3,3,80,1,31,5,2,30,10,6,5,No
24,Non-Travel,1219,Research & Development,20,2,Medical,1,1267,2,Male,31,2,3,Healthcare Representative,1,Single,7718.25,4355,1,Y,Yes,15,3,3,80,3,4,5,3,3,2,3,1,Yes
33,Travel_Rarely,1321,Research & Development,4,3,Marketing,1,1268,3,Male,76,2,1,Laboratory Technician,4,Married,3363.06,20890,4,Y,No,11,3,1,80,1,15,0,3,1,1,1,0,No
38,Travel_Frequently,1124,Research & Development,29,1,Life Sciences,1,1269,3,Male,59,1,3,Healthcare Representative,1,Single,8360.58,2333,5,Y,No,16,3,4,80,2,18,3,1,18,11,1,10,Yes
